id,name,gender,age,birthday,address
e3fe4b95-9996-b850-3dde-ecfc256846ce,쥬씨 강서7호점,쥬씨,서울 송파구 84대로 100
41604d5a-b94b-9fb0-6639-6d80f0111e6a,컴포즈커피 홍대8호점,컴포즈커피,인천 부평구 20로 54
2363c5a7-2510-b8ae-3ac0-316ecdee83bc,더벤티 성수5호점,더벤티,울산 동구 5대로 84
bec53956-e81a-553b-6709-be3efbde71e7,투썸플레이스 신촌3호점,투썸플레이스,서울 송파구 8대로 17
3e8cafa7-e8fd-0933-6245-5d8b436bc8c9,컴포즈커피 합정6호점,컴포즈커피,인천 부평구 70길 73
4ebac21c-1a34-0b5a-dbe9-1aa562d103b8,이디야 석관1호점,이디야,서울 송파구 80길 91
766a2504-0165-8acb-1a62-f5e09b03a233,더벤티 홍대7호점,더벤티,울산 동구 88대로 28
363e27a8-8d2d-e161-e296-74deb42e506f,이디야 합정1호점,이디야,부산 수영구 83대로 62
5547c7af-2bbc-16a8-0ba6-d1a10f4331d3,폴 바셋 성수1호점,폴 바셋,시흥 정왕동 38로 84
00be150b-90b1-601d-18eb-993e81694b97,투썸플레이스 신촌3호점,투썸플레이스,시흥 정왕동 46로 20
2a4e16dc-84c4-4cca-2086-a1a988af6d1b,스타벅스 잠실5호점,스타벅스,울산 동구 99로 79
0fa60b98-624b-11d7-b3d7-b437f10a2ca2,요거프레소 홍대4호점,요거프레소,시흥 정왕동 20길 97
f33c2078-929b-8450-4da2-852bcb281e99,메가커피 석관8호점,메가커피,시흥 정왕동 76길 19
60430704-0c84-f41e-3a6b-96fa1d8b33ba,폴 바셋 성수7호점,폴 바셋,대전 유성구 49대로 46
bef5bd6a-1d8f-fc97-2c42-54a5888ce1c2,이디야 신촌1호점,이디야,서울 송파구 17대로 16
87db7555-9c40-2e16-93c4-eda0de72d186,메가커피 서촌8호점,메가커피,시흥 정왕동 5대로 53
d9f70c82-96b4-22e1-1fc3-9548b05ab085,메가커피 성수2호점,메가커피,대전 유성구 69길 38
a5bf97e8-d14e-90e5-3d2c-f3396cbf68bf,스타벅스 서촌10호점,스타벅스,시흥 정왕동 89길 31
43b5d0b8-24a9-4822-042f-44e6112af29a,쥬씨 잠실4호점,쥬씨,울산 동구 92로 8
bfeb7827-3479-3128-6c9e-4afd1f16551f,메가커피 잠실1호점,메가커피,인천 부평구 68로 52
b28ddc45-caf2-b51e-d998-8de1b5e8680b,이디야 성수6호점,이디야,서울 송파구 18로 28
9377dd12-6484-e1db-d5aa-1785261942cf,메가커피 잠실6호점,메가커피,대전 유성구 90대로 29
c84a94eb-ac27-6fab-811a-b8ef3eb53c74,스타벅스 성수4호점,스타벅스,울산 동구 24길 79
ebc1e422-23dc-b52e-13a8-acc180efc9dd,투썸플레이스 신촌10호점,투썸플레이스,울산 동구 69길 53
5fcff5a7-2173-7da0-08df-5587ccf57caf,투썸플레이스 석관9호점,투썸플레이스,서울 송파구 46로 81
2433d092-1832-8b32-ddd0-5cacaab83a55,요거프레소 합정2호점,요거프레소,부산 수영구 2길 82
80db83a4-c1f7-2b59-ba8d-8c83f0f3aecd,더벤티 강서1호점,더벤티,서울 송파구 16길 67
8dfaad45-6a40-9827-600b-1f92f3ac946e,스타벅스 성수5호점,스타벅스,대전 유성구 34대로 44
ec087869-e445-2108-4807-aafb0e194f18,더벤티 석관10호점,더벤티,부산 수영구 58로 73
337595f8-f2d2-5591-449f-b834ec791f4a,투썸플레이스 서촌4호점,투썸플레이스,인천 부평구 18로 99
10b748b9-f7b4-2e2b-2221-da4b54656a8b,스타벅스 홍대1호점,스타벅스,부산 수영구 27대로 35
ca55e10a-0c9f-3dce-31c0-7eede2bc3528,메가커피 서촌7호점,메가커피,부산 수영구 53로 72
0de803b6-6e85-6f77-608e-c962ed631460,쥬씨 성수3호점,쥬씨,인천 부평구 60길 11
2beec127-4b7f-7430-d2fb-1731d571e70e,폴 바셋 홍대4호점,폴 바셋,서울 송파구 25로 66
c9db2430-7ac4-260d-2d18-01e1a665e7b5,더벤티 석관6호점,더벤티,울산 동구 38대로 65
8e15910d-d41a-16ac-116c-f1d66cebc844,요거프레소 석관8호점,요거프레소,울산 동구 45길 17
c059fb23-1e3f-761d-d8c3-bdf67ab911ea,투썸플레이스 신촌2호점,투썸플레이스,서울 송파구 44대로 46
d5ef69d7-0539-ba55-764e-b9392240a79d,요거프레소 잠실10호점,요거프레소,부산 수영구 91길 96
8992198b-2eb0-79dc-5be7-a37ddff8e8c2,스타벅스 석관5호점,스타벅스,대전 유성구 34로 4
66eae9c9-feac-0063-bd33-62aedf08101f,컴포즈커피 북촌3호점,컴포즈커피,인천 부평구 55대로 63
1bf27d7d-8b84-7157-96ed-d0cee8863c56,폴 바셋 석관5호점,폴 바셋,대전 유성구 31로 88
d517d6e0-8731-d9bc-aeef-26a2d20586b6,이디야 성수3호점,이디야,서울 송파구 29로 62
fa90dc7b-f1b4-4735-30dd-079bb5663be9,더벤티 북촌8호점,더벤티,인천 부평구 19로 32
9e5cf539-6f85-e79e-9f0d-3012d06104e2,요거프레소 북촌10호점,요거프레소,서울 송파구 84대로 40
19215cae-27e3-dfdc-5330-349ac7ee882c,폴 바셋 신촌10호점,폴 바셋,부산 수영구 93대로 68
95cca7d1-b5c7-ebfc-a6e4-2f10234cd5a9,이디야 합정4호점,이디야,부산 수영구 11로 15
a745b8b8-698e-6171-a7d8-ad759cfc0160,더벤티 잠실5호점,더벤티,서울 송파구 14대로 5
6a2903ba-96ae-f0bd-55fe-0bffa60fb4b0,빽다방 신촌5호점,빽다방,인천 부평구 42로 85
a2a2f26d-69a2-cdef-105b-e1ec0135ee2d,이디야 홍대3호점,이디야,시흥 정왕동 19대로 76
5df0206f-b804-8575-231b-7044f7456187,이디야 홍대5호점,이디야,서울 송파구 85길 44
74665ec0-fd66-1e31-e85d-7043652a0304,스타벅스 홍대1호점,스타벅스,인천 부평구 59대로 40
26dd1d6a-1cb9-dee6-8805-0fa7a40f2219,빽다방 홍대4호점,빽다방,서울 송파구 1로 8
a5f06426-083b-8292-b834-8cdb987f7069,빽다방 북촌7호점,빽다방,부산 수영구 5길 63
b5492297-3171-c0a0-77e7-654ba81fb91f,컴포즈커피 성수2호점,컴포즈커피,대전 유성구 75길 87
672a610e-dd08-1d17-223a-b3fb2ebdb81c,폴 바셋 서촌9호점,폴 바셋,인천 부평구 1로 9
3bcd5b2c-629c-eff2-7f9c-2fcd8a64662b,스타벅스 북촌7호점,스타벅스,서울 송파구 70로 17
5b85f3cd-6cb8-73e3-ef74-49ede0d22956,메가커피 북촌9호점,메가커피,시흥 정왕동 14길 91
3a579f9f-5d39-8a8b-6868-49ed3c4146a5,메가커피 홍대1호점,메가커피,시흥 정왕동 25길 44
a6536cbc-1c7b-d643-422b-752116c8e7a0,이디야 잠실9호점,이디야,서울 송파구 30대로 29
bd632f07-506b-1b5c-fbe8-996545d59d60,요거프레소 신촌5호점,요거프레소,부산 수영구 82대로 1
cdf11873-5f80-29fe-398f-627e419985d9,폴 바셋 서촌7호점,폴 바셋,부산 수영구 68로 77
d0a52c37-a8f5-8cf7-7fef-6bde840d35b7,컴포즈커피 북촌7호점,컴포즈커피,시흥 정왕동 71로 42
f90683a0-7af5-ea33-1d3f-4c412b1976dc,폴 바셋 강서6호점,폴 바셋,서울 송파구 96대로 75
0320f317-291a-9985-cc0a-36a472893e2b,스타벅스 잠실2호점,스타벅스,서울 송파구 76대로 95
461df037-36da-8725-9d1b-b229dfbcf23f,스타벅스 신촌5호점,스타벅스,울산 동구 66길 35
995e21e7-7397-979d-7285-a8d63e2b2c39,빽다방 신촌9호점,빽다방,대전 유성구 15로 32
f34b8fba-34e9-badf-d4c8-77dd69a09e29,빽다방 북촌1호점,빽다방,서울 송파구 79대로 92
b6f166c8-e9dd-eb06-61f9-28130c9f3477,폴 바셋 서촌6호점,폴 바셋,대전 유성구 79로 63
d7cc9f07-30c4-8ef7-5cc8-6338667229f5,이디야 강서7호점,이디야,울산 동구 77대로 61
ad15892d-5735-dbb3-8a36-c237466f9812,컴포즈커피 성수9호점,컴포즈커피,부산 수영구 6대로 83
3ec3ae33-084a-c25b-8d50-6e2f97749fd4,빽다방 북촌1호점,빽다방,울산 동구 5로 25
e69240b8-0650-a7dc-a733-5aced60bcf77,빽다방 북촌2호점,빽다방,시흥 정왕동 89길 34
c769231c-377d-d8d4-9cf3-f524fd03a3ac,이디야 성수9호점,이디야,인천 부평구 14로 83
f1e2274d-dcc0-18a0-a19a-6ded2a4a8ab8,컴포즈커피 북촌7호점,컴포즈커피,부산 수영구 90대로 43
e4568e17-5df2-bc8b-2a67-1e396807f0ba,메가커피 성수8호점,메가커피,대전 유성구 5길 41
db2530f2-8dbf-1d9e-1f7a-e762f97b418e,더벤티 합정2호점,더벤티,인천 부평구 86로 85
cdcbdaa2-711d-e00d-b519-4d1323a73fcc,메가커피 성수5호점,메가커피,시흥 정왕동 13대로 9
9b9eb01b-4741-671b-5e6f-de61694031bc,이디야 잠실7호점,이디야,부산 수영구 35로 22
d2ca50eb-48ec-abb5-6bb3-32fa6e05f6e8,메가커피 북촌1호점,메가커피,울산 동구 87대로 81
a000de7a-877a-5302-8c88-e280924541f5,컴포즈커피 강서2호점,컴포즈커피,대전 유성구 77대로 51
074706f2-2fc8-a50c-8fa5-a9cb349d73e7,요거프레소 잠실7호점,요거프레소,시흥 정왕동 23로 85
fce38b1b-8e3f-1192-3781-9d7f93fba7c7,쥬씨 잠실7호점,쥬씨,서울 송파구 51로 68
d9ab61df-ab78-7830-549e-769e628e738b,요거프레소 석관4호점,요거프레소,인천 부평구 49길 73
