id,name,gender,age,birthday,address
b81e5e0b-96fd-e103-4430-04be3bb1c107,Chocolate Cake,Cake,6000
50c4e632-4193-a2e4-55a3-7a53d0e8bc29,Espresso Coffee,Coffee,2500
a8b6c253-82d1-2fde-be38-6886c78a0961,Grape Juice,Juice,3000
18d1bfa1-bb81-02f4-cb78-cac82edb1f27,Espresso Coffee,Coffee,2500
beb5b44e-20a8-64d5-52e0-1d19b97da804,Chocolate Cake,Cake,6000
528267c5-fba1-956f-85e3-3af5a1678049,Mocha Coffee,Coffee,5000
581c700c-be91-a711-5a85-77ceb4a001e4,Apple Juice,Juice,2500
39a5075c-d33e-9771-916c-d57e2cf2ecec,Americano Coffee,Coffee,3000
dff92b6f-c7d4-f8b5-28aa-07236340ab4a,Chocolate Cake,Cake,6000
986f521d-488c-ba14-a65a-54f9265084a8,Mocha Coffee,Coffee,5000
d804f6b2-4833-1af5-aba5-d6c9bfe06342,Strawberry Cake,Cake,5500
73303fb2-b73a-f1d1-0b40-475783b965dc,Carrot Cake,Cake,6000
b63f9a45-d621-d9ac-8b8e-5d91532a13c1,Espresso Coffee,Coffee,2500
d89e450d-1807-da35-4e05-c5286f91d5a2,Apple Juice,Juice,2500
e485e4c0-3083-6036-b4aa-ae6bbbe36eaa,Americano Coffee,Coffee,3000
774c768b-8004-2fd8-37f1-2f98639b8391,Apple Juice,Juice,2500
95c3b393-fb2b-557f-db7b-c6ad5e8415b5,Espresso Coffee,Coffee,2500
a3b85132-122c-c7e5-e818-2adfad8cdc12,Mocha Coffee,Coffee,5000
221fe95b-5340-8104-f58a-484d331bf562,Mocha Coffee,Coffee,5000
77e8e80e-ba52-4c72-3437-a907ed7d2d89,Americano Coffee,Coffee,3000
6b734ef6-e0c1-5806-6cdf-bc29b9565729,Cappuccino Coffee,Coffee,4500
af2c1e34-d0c5-88ac-6da6-1d02d622fe8d,Watermelon Juice,Juice,4000
fd7036ee-7e8c-5f0c-4bb0-183eba78e338,Cappuccino Coffee,Coffee,4500
c3fcaf51-f4d1-0bc6-f303-98a6bd1e8925,Espresso Coffee,Coffee,2500
812d85c7-c459-7c71-26dd-5d1a89abc7c9,Strawberry Cake,Cake,5500
8f206186-6c84-4bf2-12bc-94757d79f16e,Pineapple Juice,Juice,3500
aeb73103-1740-76cb-fdcf-4f84d2b32c1c,Strawberry Cake,Cake,5500
8e86ff03-02d2-e22d-52a5-bf2a6b233fd9,Latte Coffee,Coffee,4000
b3f92a44-55fa-2983-a2ce-e063a6ffb33d,Vanilla Cake,Cake,5000
c9706b8d-7f0b-a82a-8356-2613d578441b,Grape Juice,Juice,3000
17f3c8b9-93ed-54d8-4936-45141a0fa498,Latte Coffee,Coffee,4000
c8b2420e-1faa-4868-f49c-2a26d6e283a9,Pineapple Juice,Juice,3500
286d3622-5007-1e5a-9e7f-1ebb77f8822c,Carrot Cake,Cake,6000
ec92873f-68e4-000e-df80-df10a5ae1b9f,Strawberry Cake,Cake,5500
b4ae2d17-5753-8664-5ccc-5cfc736561b3,Chocolate Cake,Cake,6000
13bf873e-00e8-2b29-c558-29463614b401,Latte Coffee,Coffee,4000
e96c561c-82db-565e-7947-9ada773a3863,Orange Juice,Juice,2000
190e9cc4-2de9-89b4-2d81-98d633cdf892,Apple Juice,Juice,2500
028f9cfe-a334-828f-dedf-5f5322428a8f,Latte Coffee,Coffee,4000
b84b5db4-95cb-91b2-0f5f-10d20a8cde9d,Latte Coffee,Coffee,4000
bea04e38-1b85-af32-54e2-ad5be2b1bae8,Pineapple Juice,Juice,3500
3a8b6fbc-fbd5-afad-6c0b-250038990d27,Vanilla Cake,Cake,5000
3f505867-4861-d032-e711-ce4c439ef713,Watermelon Juice,Juice,4000
